"","Bracket","Picks","Round","Game"
"485","GQ's Groovy Bracket","Michigan St.",16,"G44"
"486","GQ's Groovy Bracket","Duke",16,"G45"
"487","GQ's Groovy Bracket","Georgetown",16,"G46"
"488","GQ's Groovy Bracket","Iowa St.",16,"G47"
"489","GQ's Groovy Bracket","Gonzaga",16,"G48"
"490","GQ's Groovy Bracket","Kentucky",8,"G49"
"491","GQ's Groovy Bracket","Notre Dame",8,"G50"
"492","GQ's Groovy Bracket","Wisconsin",8,"G51"
"493","GQ's Groovy Bracket","Arizona",8,"G52"
"494","GQ's Groovy Bracket","Villanova",8,"G53"
"495","GQ's Groovy Bracket","Oklahoma",8,"G54"
"496","GQ's Groovy Bracket","Duke",8,"G55"
"497","GQ's Groovy Bracket","Gonzaga",8,"G56"
"498","GQ's Groovy Bracket","Kentucky",4,"G57"
"499","GQ's Groovy Bracket","Arizona",4,"G58"
"500","GQ's Groovy Bracket","Villanova",4,"G59"
"501","GQ's Groovy Bracket","Gonzaga",4,"G60"
"502","GQ's Groovy Bracket","Kentucky",2,"G61"
"503","GQ's Groovy Bracket","Gonzaga",2,"G62"
"504","GQ's Groovy Bracket","Kentucky",1,"G63"
"505","Nicckkkkkkennnnnnnns!!!!!","Kentucky",32,"G1"
"506","Nicckkkkkkennnnnnnns!!!!!","Purdue",32,"G2"
"507","Nicckkkkkkennnnnnnns!!!!!","West Virginia",32,"G3"
"508","Nicckkkkkkennnnnnnns!!!!!","Maryland",32,"G4"
"509","Nicckkkkkkennnnnnnns!!!!!","Butler",32,"G5"
"510","Nicckkkkkkennnnnnnns!!!!!","Notre Dame",32,"G6"
"511","Nicckkkkkkennnnnnnns!!!!!","Wichita St.",32,"G7"
"512","Nicckkkkkkennnnnnnns!!!!!","Kansas",32,"G8"
"513","Nicckkkkkkennnnnnnns!!!!!","Wisconsin",32,"G9"
"514","Nicckkkkkkennnnnnnns!!!!!","Oklahoma St.",32,"G10"
"515","Nicckkkkkkennnnnnnns!!!!!","Arkansas",32,"G11"
"516","Nicckkkkkkennnnnnnns!!!!!","N. Carolina",32,"G12"
"517","Nicckkkkkkennnnnnnns!!!!!","Mississippi",32,"G13"
"518","Nicckkkkkkennnnnnnns!!!!!","Baylor",32,"G14"
"519","Nicckkkkkkennnnnnnns!!!!!","Ohio St.",32,"G15"
"520","Nicckkkkkkennnnnnnns!!!!!","Arizona",32,"G16"
"521","Nicckkkkkkennnnnnnns!!!!!","Villanova",32,"G17"
"522","Nicckkkkkkennnnnnnns!!!!!","N.C. State",32,"G18"
"523","Nicckkkkkkennnnnnnns!!!!!","Northern Iowa",32,"G19"
"524","Nicckkkkkkennnnnnnns!!!!!","Louisville",32,"G20"
"525","Nicckkkkkkennnnnnnns!!!!!","Providence",32,"G21"
"526","Nicckkkkkkennnnnnnns!!!!!","Oklahoma",32,"G22"
"527","Nicckkkkkkennnnnnnns!!!!!","Michigan St.",32,"G23"
"528","Nicckkkkkkennnnnnnns!!!!!","Virginia",32,"G24"
"529","Nicckkkkkkennnnnnnns!!!!!","Duke",32,"G25"
"530","Nicckkkkkkennnnnnnns!!!!!","S. Diego St.",32,"G26"
"531","Nicckkkkkkennnnnnnns!!!!!","S.F. Austin",32,"G27"
"532","Nicckkkkkkennnnnnnns!!!!!","Georgetown",32,"G28"
"533","Nicckkkkkkennnnnnnns!!!!!","UCLA",32,"G29"
"534","Nicckkkkkkennnnnnnns!!!!!","Iowa St.",32,"G30"
"535","Nicckkkkkkennnnnnnns!!!!!","Davidson",32,"G31"
"536","Nicckkkkkkennnnnnnns!!!!!","Gonzaga",32,"G32"
"537","Nicckkkkkkennnnnnnns!!!!!","Kentucky",16,"G33"
"538","Nicckkkkkkennnnnnnns!!!!!","Maryland",16,"G34"
"539","Nicckkkkkkennnnnnnns!!!!!","Notre Dame",16,"G35"
"540","Nicckkkkkkennnnnnnns!!!!!","Wichita St.",16,"G36"
"541","Nicckkkkkkennnnnnnns!!!!!","Wisconsin",16,"G37"
"542","Nicckkkkkkennnnnnnns!!!!!","N. Carolina",16,"G38"
"543","Nicckkkkkkennnnnnnns!!!!!","Baylor",16,"G39"
"544","Nicckkkkkkennnnnnnns!!!!!","Arizona",16,"G40"
"545","Nicckkkkkkennnnnnnns!!!!!","Villanova",16,"G41"
"546","Nicckkkkkkennnnnnnns!!!!!","Louisville",16,"G42"
"547","Nicckkkkkkennnnnnnns!!!!!","Oklahoma",16,"G43"
"548","Nicckkkkkkennnnnnnns!!!!!","Michigan St.",16,"G44"
"549","Nicckkkkkkennnnnnnns!!!!!","Duke",16,"G45"
"550","Nicckkkkkkennnnnnnns!!!!!","S.F. Austin",16,"G46"
"551","Nicckkkkkkennnnnnnns!!!!!","Iowa St.",16,"G47"
"552","Nicckkkkkkennnnnnnns!!!!!","Gonzaga",16,"G48"
"553","Nicckkkkkkennnnnnnns!!!!!","Kentucky",8,"G49"
"554","Nicckkkkkkennnnnnnns!!!!!","Notre Dame",8,"G50"
"555","Nicckkkkkkennnnnnnns!!!!!","N. Carolina",8,"G51"
"556","Nicckkkkkkennnnnnnns!!!!!","Arizona",8,"G52"
"557","Nicckkkkkkennnnnnnns!!!!!","Villanova",8,"G53"
"558","Nicckkkkkkennnnnnnns!!!!!","Michigan St.",8,"G54"
"559","Nicckkkkkkennnnnnnns!!!!!","Duke",8,"G55"
"560","Nicckkkkkkennnnnnnns!!!!!","Gonzaga",8,"G56"
"561","Nicckkkkkkennnnnnnns!!!!!","Kentucky",4,"G57"
"562","Nicckkkkkkennnnnnnns!!!!!","Arizona",4,"G58"
"563","Nicckkkkkkennnnnnnns!!!!!","Villanova",4,"G59"
"564","Nicckkkkkkennnnnnnns!!!!!","Gonzaga",4,"G60"
"565","Nicckkkkkkennnnnnnns!!!!!","Kentucky",2,"G61"
"566","Nicckkkkkkennnnnnnns!!!!!","Villanova",2,"G62"
"567","Nicckkkkkkennnnnnnns!!!!!","Kentucky",1,"G63"
"568","The Turgeon General's Bracket","Kentucky",32,"G1"
"569","The Turgeon General's Bracket","Cincinnati",32,"G2"
"570","The Turgeon General's Bracket","West Virginia",32,"G3"
"571","The Turgeon General's Bracket","Maryland",32,"G4"
"572","The Turgeon General's Bracket","Butler",32,"G5"
"573","The Turgeon General's Bracket","Notre Dame",32,"G6"
"574","The Turgeon General's Bracket","Indiana",32,"G7"
"575","The Turgeon General's Bracket","Kansas",32,"G8"
"576","The Turgeon General's Bracket","Wisconsin",32,"G9"
"577","The Turgeon General's Bracket","Oklahoma St.",32,"G10"
"578","The Turgeon General's Bracket","Arkansas",32,"G11"
"579","The Turgeon General's Bracket","N. Carolina",32,"G12"
"580","The Turgeon General's Bracket","Xavier",32,"G13"
"581","The Turgeon General's Bracket","Baylor",32,"G14"
"582","The Turgeon General's Bracket","Ohio St.",32,"G15"
"583","The Turgeon General's Bracket","Arizona",32,"G16"
"584","The Turgeon General's Bracket","Villanova",32,"G17"
"585","The Turgeon General's Bracket","LSU",32,"G18"
"586","The Turgeon General's Bracket","Northern Iowa",32,"G19"
"587","The Turgeon General's Bracket","Louisville",32,"G20"
"588","The Turgeon General's Bracket","Providence",32,"G21"
"589","The Turgeon General's Bracket","Oklahoma",32,"G22"
"590","The Turgeon General's Bracket","Michigan St.",32,"G23"
"591","The Turgeon General's Bracket","Virginia",32,"G24"
"592","The Turgeon General's Bracket","Duke",32,"G25"
"593","The Turgeon General's Bracket","St. John's",32,"G26"
"594","The Turgeon General's Bracket","Utah",32,"G27"
"595","The Turgeon General's Bracket","Georgetown",32,"G28"
"596","The Turgeon General's Bracket","SMU",32,"G29"
"597","The Turgeon General's Bracket","Iowa St.",32,"G30"
"598","The Turgeon General's Bracket","Iowa",32,"G31"
"599","The Turgeon General's Bracket","Gonzaga",32,"G32"
"600","The Turgeon General's Bracket","Kentucky",16,"G33"
"601","The Turgeon General's Bracket","Maryland",16,"G34"
"602","The Turgeon General's Bracket","Butler",16,"G35"
"603","The Turgeon General's Bracket","Kansas",16,"G36"
"604","The Turgeon General's Bracket","Wisconsin",16,"G37"
"605","The Turgeon General's Bracket","N. Carolina",16,"G38"
"606","The Turgeon General's Bracket","Baylor",16,"G39"
"607","The Turgeon General's Bracket","Arizona",16,"G40"
"608","The Turgeon General's Bracket","Villanova",16,"G41"
"609","The Turgeon General's Bracket","Louisville",16,"G42"
"610","The Turgeon General's Bracket","Providence",16,"G43"
"611","The Turgeon General's Bracket","Virginia",16,"G44"
"612","The Turgeon General's Bracket","Duke",16,"G45"
"613","The Turgeon General's Bracket","Georgetown",16,"G46"
"614","The Turgeon General's Bracket","SMU",16,"G47"
"615","The Turgeon General's Bracket","Gonzaga",16,"G48"
"616","The Turgeon General's Bracket","Kentucky",8,"G49"
"617","The Turgeon General's Bracket","Kansas",8,"G50"
"618","The Turgeon General's Bracket","N. Carolina",8,"G51"
"619","The Turgeon General's Bracket","Arizona",8,"G52"
"620","The Turgeon General's Bracket","Villanova",8,"G53"
"621","The Turgeon General's Bracket","Virginia",8,"G54"
"622","The Turgeon General's Bracket","Duke",8,"G55"
"623","The Turgeon General's Bracket","Gonzaga",8,"G56"
"624","The Turgeon General's Bracket","Kentucky",4,"G57"
"625","The Turgeon General's Bracket","N. Carolina",4,"G58"
"626","The Turgeon General's Bracket","Virginia",4,"G59"
"627","The Turgeon General's Bracket","Gonzaga",4,"G60"
"628","The Turgeon General's Bracket","Kentucky",2,"G61"
"629","The Turgeon General's Bracket","Virginia",2,"G62"
"630","The Turgeon General's Bracket","Kentucky",1,"G63"
"631","WishIWereDrunkWhenIPickedThese","Kentucky",32,"G1"
"632","WishIWereDrunkWhenIPickedThese","Purdue",32,"G2"
"633","WishIWereDrunkWhenIPickedThese","West Virginia",32,"G3"
"634","WishIWereDrunkWhenIPickedThese","Maryland",32,"G4"
"635","WishIWereDrunkWhenIPickedThese","Butler",32,"G5"
"636","WishIWereDrunkWhenIPickedThese","Notre Dame",32,"G6"
"637","WishIWereDrunkWhenIPickedThese","Wichita St.",32,"G7"
"638","WishIWereDrunkWhenIPickedThese","Kansas",32,"G8"
"639","WishIWereDrunkWhenIPickedThese","Wisconsin",32,"G9"
"640","WishIWereDrunkWhenIPickedThese","Oregon",32,"G10"
"641","WishIWereDrunkWhenIPickedThese","Wofford",32,"G11"
"642","WishIWereDrunkWhenIPickedThese","N. Carolina",32,"G12"
"643","WishIWereDrunkWhenIPickedThese","Xavier",32,"G13"
"644","WishIWereDrunkWhenIPickedThese","Baylor",32,"G14"
"645","WishIWereDrunkWhenIPickedThese","VCU",32,"G15"
"646","WishIWereDrunkWhenIPickedThese","Arizona",32,"G16"
"647","WishIWereDrunkWhenIPickedThese","Villanova",32,"G17"
"648","WishIWereDrunkWhenIPickedThese","LSU",32,"G18"
"649","WishIWereDrunkWhenIPickedThese","Northern Iowa",32,"G19"
"650","WishIWereDrunkWhenIPickedThese","Louisville",32,"G20"
"651","WishIWereDrunkWhenIPickedThese","Providence",32,"G21"
"652","WishIWereDrunkWhenIPickedThese","Oklahoma",32,"G22"
"653","WishIWereDrunkWhenIPickedThese","Michigan St.",32,"G23"
"654","WishIWereDrunkWhenIPickedThese","Virginia",32,"G24"
"655","WishIWereDrunkWhenIPickedThese","Duke",32,"G25"
"656","WishIWereDrunkWhenIPickedThese","S. Diego St.",32,"G26"
"657","WishIWereDrunkWhenIPickedThese","Utah",32,"G27"
"658","WishIWereDrunkWhenIPickedThese","Georgetown",32,"G28"
"659","WishIWereDrunkWhenIPickedThese","SMU",32,"G29"
"660","WishIWereDrunkWhenIPickedThese","Iowa St.",32,"G30"
"661","WishIWereDrunkWhenIPickedThese","Iowa",32,"G31"
"662","WishIWereDrunkWhenIPickedThese","Gonzaga",32,"G32"
"663","WishIWereDrunkWhenIPickedThese","Kentucky",16,"G33"
"664","WishIWereDrunkWhenIPickedThese","Maryland",16,"G34"
"665","WishIWereDrunkWhenIPickedThese","Notre Dame",16,"G35"
"666","WishIWereDrunkWhenIPickedThese","Kansas",16,"G36"
"667","WishIWereDrunkWhenIPickedThese","Wisconsin",16,"G37"
"668","WishIWereDrunkWhenIPickedThese","N. Carolina",16,"G38"
"669","WishIWereDrunkWhenIPickedThese","Baylor",16,"G39"
"670","WishIWereDrunkWhenIPickedThese","Arizona",16,"G40"
"671","WishIWereDrunkWhenIPickedThese","Villanova",16,"G41"
"672","WishIWereDrunkWhenIPickedThese","Louisville",16,"G42"
"673","WishIWereDrunkWhenIPickedThese","Oklahoma",16,"G43"
"674","WishIWereDrunkWhenIPickedThese","Virginia",16,"G44"
"675","WishIWereDrunkWhenIPickedThese","Duke",16,"G45"
"676","WishIWereDrunkWhenIPickedThese","Georgetown",16,"G46"
"677","WishIWereDrunkWhenIPickedThese","Iowa St.",16,"G47"
"678","WishIWereDrunkWhenIPickedThese","Gonzaga",16,"G48"
"679","WishIWereDrunkWhenIPickedThese","Maryland",8,"G49"
"680","WishIWereDrunkWhenIPickedThese","Notre Dame",8,"G50"
"681","WishIWereDrunkWhenIPickedThese","Wisconsin",8,"G51"
"682","WishIWereDrunkWhenIPickedThese","Arizona",8,"G52"
"683","WishIWereDrunkWhenIPickedThese","Villanova",8,"G53"
"684","WishIWereDrunkWhenIPickedThese","Virginia",8,"G54"
"685","WishIWereDrunkWhenIPickedThese","Duke",8,"G55"
"686","WishIWereDrunkWhenIPickedThese","Gonzaga",8,"G56"
"687","WishIWereDrunkWhenIPickedThese","Maryland",4,"G57"
"688","WishIWereDrunkWhenIPickedThese","Wisconsin",4,"G58"
"689","WishIWereDrunkWhenIPickedThese","Villanova",4,"G59"
"690","WishIWereDrunkWhenIPickedThese","Duke",4,"G60"
"691","WishIWereDrunkWhenIPickedThese","Maryland",2,"G61"
"692","WishIWereDrunkWhenIPickedThese","Duke",2,"G62"
"693","WishIWereDrunkWhenIPickedThese","Maryland",1,"G63"
"694","Daniel's Bold Bracket","Kentucky",32,"G1"
"695","Daniel's Bold Bracket","Cincinnati",32,"G2"
"696","Daniel's Bold Bracket","West Virginia",32,"G3"
"697","Daniel's Bold Bracket","Maryland",32,"G4"
"698","Daniel's Bold Bracket","Butler",32,"G5"
"699","Daniel's Bold Bracket","Notre Dame",32,"G6"
"700","Daniel's Bold Bracket","Indiana",32,"G7"
"701","Daniel's Bold Bracket","Kansas",32,"G8"
"702","Daniel's Bold Bracket","Wisconsin",32,"G9"
"703","Daniel's Bold Bracket","Oklahoma St.",32,"G10"
"704","Daniel's Bold Bracket","Arkansas",32,"G11"
"705","Daniel's Bold Bracket","N. Carolina",32,"G12"
"706","Daniel's Bold Bracket","Xavier",32,"G13"
"707","Daniel's Bold Bracket","Baylor",32,"G14"
"708","Daniel's Bold Bracket","Ohio St.",32,"G15"
"709","Daniel's Bold Bracket","Arizona",32,"G16"
"710","Daniel's Bold Bracket","Villanova",32,"G17"
"711","Daniel's Bold Bracket","LSU",32,"G18"
"712","Daniel's Bold Bracket","Northern Iowa",32,"G19"
"713","Daniel's Bold Bracket","Louisville",32,"G20"
"714","Daniel's Bold Bracket","Providence",32,"G21"
"715","Daniel's Bold Bracket","Oklahoma",32,"G22"
"716","Daniel's Bold Bracket","Michigan St.",32,"G23"
"717","Daniel's Bold Bracket","Virginia",32,"G24"
"718","Daniel's Bold Bracket","Duke",32,"G25"
"719","Daniel's Bold Bracket","St. John's",32,"G26"
"720","Daniel's Bold Bracket","Utah",32,"G27"
"721","Daniel's Bold Bracket","Georgetown",32,"G28"
"722","Daniel's Bold Bracket","SMU",32,"G29"
"723","Daniel's Bold Bracket","Iowa St.",32,"G30"
"724","Daniel's Bold Bracket","Iowa",32,"G31"
"725","Daniel's Bold Bracket","Gonzaga",32,"G32"
"726","Daniel's Bold Bracket","Kentucky",16,"G33"
"727","Daniel's Bold Bracket","Maryland",16,"G34"
"728","Daniel's Bold Bracket","Notre Dame",16,"G35"
"729","Daniel's Bold Bracket","Kansas",16,"G36"
"730","Daniel's Bold Bracket","Wisconsin",16,"G37"
"731","Daniel's Bold Bracket","Arkansas",16,"G38"
"732","Daniel's Bold Bracket","Baylor",16,"G39"
"733","Daniel's Bold Bracket","Arizona",16,"G40"
"734","Daniel's Bold Bracket","Villanova",16,"G41"
"735","Daniel's Bold Bracket","Louisville",16,"G42"
"736","Daniel's Bold Bracket","Oklahoma",16,"G43"
"737","Daniel's Bold Bracket","Virginia",16,"G44"
"738","Daniel's Bold Bracket","Duke",16,"G45"
"739","Daniel's Bold Bracket","Georgetown",16,"G46"
"740","Daniel's Bold Bracket","Iowa St.",16,"G47"
"741","Daniel's Bold Bracket","Gonzaga",16,"G48"
"742","Daniel's Bold Bracket","Kentucky",8,"G49"
"743","Daniel's Bold Bracket","Notre Dame",8,"G50"
"744","Daniel's Bold Bracket","Wisconsin",8,"G51"
"745","Daniel's Bold Bracket","Arizona",8,"G52"
"746","Daniel's Bold Bracket","Villanova",8,"G53"
"747","Daniel's Bold Bracket","Oklahoma",8,"G54"
"748","Daniel's Bold Bracket","Duke",8,"G55"
"749","Daniel's Bold Bracket","Iowa St.",8,"G56"
"750","Daniel's Bold Bracket","Kentucky",4,"G57"
"751","Daniel's Bold Bracket","Arizona",4,"G58"
"752","Daniel's Bold Bracket","Oklahoma",4,"G59"
"753","Daniel's Bold Bracket","Duke",4,"G60"
"754","Daniel's Bold Bracket","Kentucky",2,"G61"
"755","Daniel's Bold Bracket","Duke",2,"G62"
"756","Daniel's Bold Bracket","Kentucky",1,"G63"
"757","Shooty Hoops","Kentucky",32,"G1"
"758","Shooty Hoops","Cincinnati",32,"G2"
"759","Shooty Hoops","West Virginia",32,"G3"
"760","Shooty Hoops","Maryland",32,"G4"
"761","Shooty Hoops","Texas",32,"G5"
"762","Shooty Hoops","Notre Dame",32,"G6"
"763","Shooty Hoops","Indiana",32,"G7"
"764","Shooty Hoops","Kansas",32,"G8"
"765","Shooty Hoops","Wisconsin",32,"G9"
"766","Shooty Hoops","Oregon",32,"G10"
"767","Shooty Hoops","Wofford",32,"G11"
"768","Shooty Hoops","N. Carolina",32,"G12"
"769","Shooty Hoops","Xavier",32,"G13"
"770","Shooty Hoops","Baylor",32,"G14"
"771","Shooty Hoops","Ohio St.",32,"G15"
"772","Shooty Hoops","Arizona",32,"G16"
"773","Shooty Hoops","Villanova",32,"G17"
"774","Shooty Hoops","N.C. State",32,"G18"
"775","Shooty Hoops","Northern Iowa",32,"G19"
"776","Shooty Hoops","Louisville",32,"G20"
"777","Shooty Hoops","Providence",32,"G21"
"778","Shooty Hoops","Oklahoma",32,"G22"
"779","Shooty Hoops","Michigan St.",32,"G23"
"780","Shooty Hoops","Virginia",32,"G24"
"781","Shooty Hoops","Duke",32,"G25"
"782","Shooty Hoops","St. John's",32,"G26"
"783","Shooty Hoops","Utah",32,"G27"
"784","Shooty Hoops","Georgetown",32,"G28"
"785","Shooty Hoops","UCLA",32,"G29"
"786","Shooty Hoops","Iowa St.",32,"G30"
"787","Shooty Hoops","Davidson",32,"G31"
"788","Shooty Hoops","Gonzaga",32,"G32"
"789","Shooty Hoops","Kentucky",16,"G33"
"790","Shooty Hoops","West Virginia",16,"G34"
"791","Shooty Hoops","Notre Dame",16,"G35"
"792","Shooty Hoops","Kansas",16,"G36"
"793","Shooty Hoops","Wisconsin",16,"G37"
"794","Shooty Hoops","N. Carolina",16,"G38"
"795","Shooty Hoops","Xavier",16,"G39"
"796","Shooty Hoops","Arizona",16,"G40"
"797","Shooty Hoops","Villanova",16,"G41"
"798","Shooty Hoops","Louisville",16,"G42"
"799","Shooty Hoops","Oklahoma",16,"G43"
"800","Shooty Hoops","Michigan St.",16,"G44"
"801","Shooty Hoops","Duke",16,"G45"
"802","Shooty Hoops","Georgetown",16,"G46"
"803","Shooty Hoops","UCLA",16,"G47"
"804","Shooty Hoops","Gonzaga",16,"G48"
"805","Shooty Hoops","Kentucky",8,"G49"
"806","Shooty Hoops","Notre Dame",8,"G50"
"807","Shooty Hoops","Wisconsin",8,"G51"
"808","Shooty Hoops","Arizona",8,"G52"
"809","Shooty Hoops","Louisville",8,"G53"
"810","Shooty Hoops","Michigan St.",8,"G54"
"811","Shooty Hoops","Duke",8,"G55"
"812","Shooty Hoops","Gonzaga",8,"G56"
"813","Shooty Hoops","Kentucky",4,"G57"
"814","Shooty Hoops","Arizona",4,"G58"
"815","Shooty Hoops","Louisville",4,"G59"
"816","Shooty Hoops","Duke",4,"G60"
"817","Shooty Hoops","Kentucky",2,"G61"
"818","Shooty Hoops","Duke",2,"G62"
"819","Shooty Hoops","Kentucky",1,"G63"
"820","Brendan's Majestic Bracket","Kentucky",32,"G1"
"821","Brendan's Majestic Bracket","Purdue",32,"G2"
"822","Brendan's Majestic Bracket","West Virginia",32,"G3"
"823","Brendan's Majestic Bracket","Maryland",32,"G4"
"824","Brendan's Majestic Bracket","Butler",32,"G5"
"825","Brendan's Majestic Bracket","Notre Dame",32,"G6"
"826","Brendan's Majestic Bracket","Wichita St.",32,"G7"
"827","Brendan's Majestic Bracket","Kansas",32,"G8"
"828","Brendan's Majestic Bracket","Wisconsin",32,"G9"
"829","Brendan's Majestic Bracket","Oklahoma St.",32,"G10"
"830","Brendan's Majestic Bracket","Arkansas",32,"G11"
"831","Brendan's Majestic Bracket","N. Carolina",32,"G12"
"832","Brendan's Majestic Bracket","Xavier",32,"G13"
"833","Brendan's Majestic Bracket","Baylor",32,"G14"
"834","Brendan's Majestic Bracket","Ohio St.",32,"G15"
"835","Brendan's Majestic Bracket","Arizona",32,"G16"
"836","Brendan's Majestic Bracket","Villanova",32,"G17"
"837","Brendan's Majestic Bracket","N.C. State",32,"G18"
"838","Brendan's Majestic Bracket","Northern Iowa",32,"G19"
"839","Brendan's Majestic Bracket","Louisville",32,"G20"
"840","Brendan's Majestic Bracket","Providence",32,"G21"
"841","Brendan's Majestic Bracket","Oklahoma",32,"G22"
"842","Brendan's Majestic Bracket","Michigan St.",32,"G23"
"843","Brendan's Majestic Bracket","Virginia",32,"G24"
"844","Brendan's Majestic Bracket","Duke",32,"G25"
"845","Brendan's Majestic Bracket","St. John's",32,"G26"
"846","Brendan's Majestic Bracket","Utah",32,"G27"
"847","Brendan's Majestic Bracket","Georgetown",32,"G28"
"848","Brendan's Majestic Bracket","SMU",32,"G29"
"849","Brendan's Majestic Bracket","Iowa St.",32,"G30"
"850","Brendan's Majestic Bracket","Davidson",32,"G31"
"851","Brendan's Majestic Bracket","Gonzaga",32,"G32"
"852","Brendan's Majestic Bracket","Kentucky",16,"G33"
"853","Brendan's Majestic Bracket","Maryland",16,"G34"
"854","Brendan's Majestic Bracket","Notre Dame",16,"G35"
"855","Brendan's Majestic Bracket","Kansas",16,"G36"
"856","Brendan's Majestic Bracket","Wisconsin",16,"G37"
"857","Brendan's Majestic Bracket","N. Carolina",16,"G38"
"858","Brendan's Majestic Bracket","Baylor",16,"G39"
"859","Brendan's Majestic Bracket","Arizona",16,"G40"
"860","Brendan's Majestic Bracket","Villanova",16,"G41"
"861","Brendan's Majestic Bracket","Louisville",16,"G42"
"862","Brendan's Majestic Bracket","Oklahoma",16,"G43"
"863","Brendan's Majestic Bracket","Virginia",16,"G44"
"864","Brendan's Majestic Bracket","Duke",16,"G45"
"865","Brendan's Majestic Bracket","Utah",16,"G46"
"866","Brendan's Majestic Bracket","Iowa St.",16,"G47"
"867","Brendan's Majestic Bracket","Gonzaga",16,"G48"
"868","Brendan's Majestic Bracket","Kentucky",8,"G49"
"869","Brendan's Majestic Bracket","Kansas",8,"G50"
"870","Brendan's Majestic Bracket","Wisconsin",8,"G51"
"871","Brendan's Majestic Bracket","Arizona",8,"G52"
"872","Brendan's Majestic Bracket","Louisville",8,"G53"
"873","Brendan's Majestic Bracket","Virginia",8,"G54"
"874","Brendan's Majestic Bracket","Duke",8,"G55"
"875","Brendan's Majestic Bracket","Iowa St.",8,"G56"
"876","Brendan's Majestic Bracket","Kentucky",4,"G57"
"877","Brendan's Majestic Bracket","Arizona",4,"G58"
"878","Brendan's Majestic Bracket","Virginia",4,"G59"
"879","Brendan's Majestic Bracket","Duke",4,"G60"
"880","Brendan's Majestic Bracket","Kentucky",2,"G61"
"881","Brendan's Majestic Bracket","Duke",2,"G62"
"882","Brendan's Majestic Bracket","Kentucky",1,"G63"
"883","Patches O'Houlihan","Kentucky",32,"G1"
"884","Patches O'Houlihan","Purdue",32,"G2"
"885","Patches O'Houlihan","Buffalo",32,"G3"
"886","Patches O'Houlihan","Maryland",32,"G4"
"887","Patches O'Houlihan","Texas",32,"G5"
"888","Patches O'Houlihan","Notre Dame",32,"G6"
"889","Patches O'Houlihan","Indiana",32,"G7"
"890","Patches O'Houlihan","Kansas",32,"G8"
"891","Patches O'Houlihan","Wisconsin",32,"G9"
"892","Patches O'Houlihan","Oregon",32,"G10"
"893","Patches O'Houlihan","Arkansas",32,"G11"
"894","Patches O'Houlihan","N. Carolina",32,"G12"
"895","Patches O'Houlihan","Xavier",32,"G13"
"896","Patches O'Houlihan","Baylor",32,"G14"
"897","Patches O'Houlihan","Ohio St.",32,"G15"
"898","Patches O'Houlihan","Arizona",32,"G16"
"899","Patches O'Houlihan","Villanova",32,"G17"
"900","Patches O'Houlihan","N.C. State",32,"G18"
"901","Patches O'Houlihan","Northern Iowa",32,"G19"
"902","Patches O'Houlihan","Louisville",32,"G20"
"903","Patches O'Houlihan","Dayton",32,"G21"
"904","Patches O'Houlihan","Oklahoma",32,"G22"
"905","Patches O'Houlihan","Michigan St.",32,"G23"
"906","Patches O'Houlihan","Virginia",32,"G24"
"907","Patches O'Houlihan","Duke",32,"G25"
"908","Patches O'Houlihan","S. Diego St.",32,"G26"
"909","Patches O'Houlihan","S.F. Austin",32,"G27"
"910","Patches O'Houlihan","Georgetown",32,"G28"
"911","Patches O'Houlihan","UCLA",32,"G29"
"912","Patches O'Houlihan","Iowa St.",32,"G30"
"913","Patches O'Houlihan","Davidson",32,"G31"
"914","Patches O'Houlihan","Gonzaga",32,"G32"
"915","Patches O'Houlihan","Kentucky",16,"G33"
"916","Patches O'Houlihan","Maryland",16,"G34"
"917","Patches O'Houlihan","Notre Dame",16,"G35"
"918","Patches O'Houlihan","Indiana",16,"G36"
"919","Patches O'Houlihan","Wisconsin",16,"G37"
"920","Patches O'Houlihan","N. Carolina",16,"G38"
"921","Patches O'Houlihan","Baylor",16,"G39"
"922","Patches O'Houlihan","Arizona",16,"G40"
"923","Patches O'Houlihan","Villanova",16,"G41"
"924","Patches O'Houlihan","Louisville",16,"G42"
"925","Patches O'Houlihan","Oklahoma",16,"G43"
"926","Patches O'Houlihan","Michigan St.",16,"G44"
"927","Patches O'Houlihan","Duke",16,"G45"
"928","Patches O'Houlihan","S.F. Austin",16,"G46"
"929","Patches O'Houlihan","Iowa St.",16,"G47"
"930","Patches O'Houlihan","Gonzaga",16,"G48"
"931","Patches O'Houlihan","Kentucky",8,"G49"
"932","Patches O'Houlihan","Notre Dame",8,"G50"
"933","Patches O'Houlihan","Wisconsin",8,"G51"
"934","Patches O'Houlihan","Arizona",8,"G52"
"935","Patches O'Houlihan","Villanova",8,"G53"
"936","Patches O'Houlihan","Michigan St.",8,"G54"
"937","Patches O'Houlihan","Duke",8,"G55"
"938","Patches O'Houlihan","Gonzaga",8,"G56"
"939","Patches O'Houlihan","Kentucky",4,"G57"
"940","Patches O'Houlihan","Arizona",4,"G58"
"941","Patches O'Houlihan","Villanova",4,"G59"
"942","Patches O'Houlihan","Duke",4,"G60"
"943","Patches O'Houlihan","Kentucky",2,"G61"
"944","Patches O'Houlihan","Duke",2,"G62"
"945","Patches O'Houlihan","Kentucky",1,"G63"
"946","Butt Thunder","Kentucky",32,"G1"
"947","Butt Thunder","Purdue",32,"G2"
"948","Butt Thunder","West Virginia",32,"G3"
"949","Butt Thunder","Maryland",32,"G4"
